packet_checksum,packet_name,packet_year,question_id,pair_id,question_type,question_style,category,question_text,question_text_stripped,word_count,correct_answer,options_json,source
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,25,13,TOSSUP,MULTIPLE_CHOICE,CHEMISTRY,Which of the following molecules has the smallest bond angle?,Which of the following molecules has the smallest bond angle?,10,"""X""","[""Water"", ""Hydrogen sulfide"", ""Ammonia"", ""Methane""]",SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,26,13,BONUS,MULTIPLE_CHOICE,CHEMISTRY,Triiodide \textbf{[try-EYE-oh-dide]} ions are formed in iodine solutions when iodide ions are added. Which of the following does not correctly describes this reaction?,Triiodide ions are formed in iodine solutions when iodide ions are added. Which of the following does not correctly describes this reaction?,22,"""Y""","[""Iodine acts as a Lewis acid"", ""The reaction is exergonic"", ""The negative charge is localized to the center iodine atom"", ""A three-center four-electron bond is formed""]",SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,27,14,TOSSUP,MULTIPLE_CHOICE,ENERGY,Scientists at the Johns Hopkins Schatz Lab have determined that soil microbiome activity is significantly reduced in soils experiencing extensive nutrient leaching. Which of the following soil types would be most susceptible to leaching?,Scientists at the Johns Hopkins Schatz Lab have determined that soil microbiome activity is significantly reduced in soils experiencing extensive nutrient leaching. Which of the following soil types would be most susceptible to leaching?,34,"""Z""","[""Clay"", ""Loam"", ""Silt"", ""Sand""]",SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,28,14,BONUS,MULTIPLE_CHOICE,ENERGY,"Scientists at the Johns Hopkins Cooper Lab are analyzing health equity across wealth brackets. Their null hypothesis states that there is no difference in healthcare quality between wealth groups. If they incorrectly conclude that wealthier individuals receive better healthcare when there is no difference, which of the following best describes the error they have made?","Scientists at the Johns Hopkins Cooper Lab are analyzing health equity across wealth brackets. Their null hypothesis states that there is no difference in healthcare quality between wealth groups. If they incorrectly conclude that wealthier individuals receive better healthcare when there is no difference, which of the following best describes the error they have made?",55,"""W""","[""Type I, because they rejected a true null hypothesis"", ""Type I, because they failed to reject a false null hypothesis"", ""Type II, because they rejected a true null hypothesis"", ""Type II, because they failed to reject a false null hypothesis""]",SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,29,15,TOSSUP,MULTIPLE_CHOICE,BIOLOGY,Some birds experience high mortality during infancy followed by a relatively constant mortality rate as adults. Which of the following best describes the survivorship curve of these birds?,Some birds experience high mortality during infancy followed by a relatively constant mortality rate as adults. Which of the following best describes the survivorship curve of these birds?,28,"""Z""","[""Type I to Type II"", ""Type I to Type III"", ""Type III to Type I"", ""Type III to Type II""]",SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,30,15,BONUS,MULTIPLE_CHOICE,BIOLOGY,Targeted destruction of which of the following proteins during mitosis would most likely lead to a polypoid cell?,Targeted destruction of which of the following proteins during mitosis would most likely lead to a polypoid cell?,18,"""X""","[""Tubulin"", ""Actin"", ""Keratin"", ""Cyclin""]",SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,31,16,TOSSUP,MULTIPLE_CHOICE,EARTH_SPACE,Which of the following best explains why orthoclase feldspar is rarely found in sandstone?,Which of the following best explains why orthoclase feldspar is rarely found in sandstone?,14,"""X""","[""Its grains are typically clay-sized"", ""It weathers faster than other sediments"", ""It is only formed as a product of weathering"", ""It is uncommon in igneous rocks""]",SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,32,16,BONUS,SHORT_ANSWER,EARTH_SPACE,Identify all of the following three statements that are true of black smoker hydrothermal vents when compared to white smokers: 1) They are hotter; 2) They form closer to a mid ocean ridge; 3) They emit more heavy metals.,Identify all of the following three statements that are true of black smoker hydrothermal vents when compared to white smokers: 1) They are hotter; 2) They form closer to a mid ocean ridge; 3) They emit more heavy metals.,39,"""All""",[],SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,33,17,TOSSUP,SHORT_ANSWER,MATH,"Stephanie and Bethany are playing tennis, but tend to lose tennis balls often. If each player independently has a two−fifths chance of losing a ball in a set, what is the expected number of balls that they will lose after playing five sets?","Stephanie and Bethany are playing tennis, but tend to lose tennis balls often. If each player independently has a two−fifths chance of losing a ball in a set, what is the expected number of balls that they will lose after playing five sets?",43,"""4""",[],SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,34,17,BONUS,SHORT_ANSWER,MATH,"Hua draws three circles with radius 1 with centers $O_1$, $O_2$, and $O_3$ in a plane so that each circle is tangent to the two other circles. If Hua extends line $O_1O_2$ to points A and B, where points A and B each lie on one of the two circles, what is the length of $AO_3$  \textbf{[A O 3]}?","Hua draws three circles with radius 1 with centers , , and in a plane so that each circle is tangent to the two other circles. If Hua extends line to points A and B, where points A and B each lie on one of the two circles, what is the length of ?",54,"""$\\sqrt{7}$""",[],SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,35,18,TOSSUP,SHORT_ANSWER,PHYSICS,Electrical reactance in AC circuit elements is analogous to what electrical quantity in DC circuit elements?,Electrical reactance in AC circuit elements is analogous to what electrical quantity in DC circuit elements?,16,"""Resistance""",[],SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,36,18,BONUS,SHORT_ANSWER,PHYSICS,"In the Michelson-Morley experiment of 1887 an interferometer was constructed by which the time light takes to travel between two pairs of mirrors was measured. Identify all of the following hypotheses that the Michelson-Morley experiment provided evidence against: 1) Light moves at different speeds in different directions; 2) There exists a medium through which light waves must be transmitted; 3) Light is not a particle, and exists only as a wave.","In the Michelson-Morley experiment of 1887 an interferometer was constructed by which the time light takes to travel between two pairs of mirrors was measured. Identify all of the following hypotheses that the Michelson-Morley experiment provided evidence against: 1) Light moves at different speeds in different directions; 2) There exists a medium through which light waves must be transmitted; 3) Light is not a particle, and exists only as a wave.",71,"""1 and 2""",[],SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,37,19,TOSSUP,SHORT_ANSWER,CHEMISTRY,What is the name of the mixture of two or more liquids whose proportions are not changed when boiled on a ternary phase diagram?,What is the name of the mixture of two or more liquids whose proportions are not changed when boiled on a ternary phase diagram?,24,"""Azeotrope \\textbf{[AY-zee-uh-trope]}""",[],SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,38,19,BONUS,SHORT_ANSWER,CHEMISTRY,Carbon-14 with concentration $C$ decays into nitrogen-14 with concentration $N$ via first-order kinetics. Identify all of the following three quantities that will result in a linear graph when graphed against time: 1) Natural log of $C$; 2) Natural log of $N$; 3) $C$ over $N$,Carbon-14 with concentration decays into nitrogen-14 with concentration via first-order kinetics. Identify all of the following three quantities that will result in a linear graph when graphed against time: 1) Natural log of ; 2) Natural log of ; 3) over,41,"""1 and 3""",[],SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,39,20,TOSSUP,SHORT_ANSWER,BIOLOGY,Order the following three types of lipids by increasing number of ester linkages: 1) Steroid; 2) Triglyceride; 3) Phospholipid.,Order the following three types of lipids by increasing number of ester linkages: 1) Steroid; 2) Triglyceride; 3) Phospholipid.,19,"""1, 3, 2""",[],SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,40,20,BONUS,MULTIPLE_CHOICE,BIOLOGY,Which of the following plant groups has a gametophyte-dominant life cycle?,Which of the following plant groups has a gametophyte-dominant life cycle?,11,"""W""","[""Hornworts"", ""Quillworts"", ""Club mosses"", ""Spikemosses""]",SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,41,21,TOSSUP,SHORT_ANSWER,MATH,What is the value of 43^2 − 33^2?,What is the value of 43^2 − 33^2?,8,"""760""",[],SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,42,21,BONUS,SHORT_ANSWER,MATH,"Kafka has 4 red socks and 7 black socks in her drawer. If she randomly selects two socks without replacement, what is the probability that the two socks are the same color?","Kafka has 4 red socks and 7 black socks in her drawer. If she randomly selects two socks without replacement, what is the probability that the two socks are the same color?",32,"""27/55""",[],SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,43,22,TOSSUP,MULTIPLE_CHOICE,PHYSICS,"Geo and Lily tighten bolts using identical wrenches. While both pull on the wrench at its end with an identical amount of force, Geo pulls at an angle of 90 degrees, while Lily pulls at an angle of 60 degrees relative to its axis. By what factor is the torque exerted on Geo’s bolt larger than that of Lily’s bolt?","Geo and Lily tighten bolts using identical wrenches. While both pull on the wrench at its end with an identical amount of force, Geo pulls at an angle of 90 degrees, while Lily pulls at an angle of 60 degrees relative to its axis. By what factor is the torque exerted on Geo’s bolt larger than that of Lily’s bolt?",60,"""X""","[""$\\frac{\\sqrt{3}}{3}$ \\textbf{[square root of three over three]}"", ""$\\frac{2\\sqrt{3}}{3}$ \\textbf{[two square root of three over three]}"", ""$\\sqrt{3}$ \\textbf{[square root of three]}"", ""$\\frac{4\\sqrt{3}}{3}$ \\textbf{[four square root of three over three]}""]",SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,44,22,BONUS,MULTIPLE_CHOICE,PHYSICS,Which of the following best describes what happens to an object that continuously accelerates while traveling at a relativistic speed?,Which of the following best describes what happens to an object that continuously accelerates while traveling at a relativistic speed?,20,"""Y""","[""Both its velocity and kinetic energy approach a constant"", ""Its velocity continues to increase while its kinetic energy approaches a constant"", ""Its kinetic energy continues to increase while its velocity approaches a constant"", ""Both its velocity and kinetic energy continue to increase""]",SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,45,23,TOSSUP,SHORT_ANSWER,EARTH_SPACE,"A low-mass red giant star has exhausted the hydrogen in its core. As the temperature continues to rise, nuclear fusion suddenly ignites in a rapid, runaway reaction. What is this event called?","A low-mass red giant star has exhausted the hydrogen in its core. As the temperature continues to rise, nuclear fusion suddenly ignites in a rapid, runaway reaction. What is this event called?",32,"""Helium flash""",[],SSB_2026
081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,DOUBLE ELIMINATION 1,2026,46,23,BONUS,SHORT_ANSWER,EARTH_SPACE,Identify all of the following three Lagrange points that are located approximately along the path of Earth’s orbit: 1) L1; 2) L3; 3) L5.,Identify all of the following three Lagrange points that are located approximately along the path of Earth’s orbit: 1) L1; 2) L3; 3) L5.,24,"""2 and 3""",[],SSB_2026
0893dd958622c372168847f4b4ec0ef4ffd6ecf0e5c4fc92db82112c30f60126,DOUBLE ELIMINATION 2,2026,1,1,TOSSUP,SHORT_ANSWER,BIOLOGY,The left and right hemispheres of the cerebrum are primarily connected by what structure consisting of a thick myelinated axon bundle?,The left and right hemispheres of the cerebrum are primarily connected by what structure consisting of a thick myelinated axon bundle?,21,"""Corpus callosum (DO NOT ACCEPT: Anterior commissure)""",[],SSB_2026
0893dd958622c372168847f4b4ec0ef4ffd6ecf0e5c4fc92db82112c30f60126,DOUBLE ELIMINATION 2,2026,2,1,BONUS,SHORT_ANSWER,BIOLOGY,Order the following three proteins by increasing percentage of their amino acid sequence composed of hydrophobic amino acids: 1) Epinephrine \textbf{[ep-uh-NEF-rin]} receptor; 2) Actin; 3) Histone 3.,Order the following three proteins by increasing percentage of their amino acid sequence composed of hydrophobic amino acids: 1) Epinephrine receptor; 2) Actin; 3) Histone 3.,26,"""3, 2, 1""",[],SSB_2026
0893dd958622c372168847f4b4ec0ef4ffd6ecf0e5c4fc92db82112c30f60126,DOUBLE ELIMINATION 2,2026,3,2,TOSSUP,MULTIPLE_CHOICE,PHYSICS,"Grant is scuba diving in the ocean and notices that if he looks up at the surface, he sees a circular window of sky above him surrounded by the reflected sea floor. Which of the following statements about this scenario is false?","Grant is scuba diving in the ocean and notices that if he looks up at the surface, he sees a circular window of sky above him surrounded by the reflected sea floor. Which of the following statements about this scenario is false?",42,"""X""","[""The angle of this window\u2019s edge from the vertical is the critical angle of water"", ""The window would be wider in oil with a larger refractive index"", ""He sees the reflected seafloor as a result of total internal reflection"", ""The sky in the window is distorted as a result of refraction""]",SSB_2026
0893dd958622c372168847f4b4ec0ef4ffd6ecf0e5c4fc92db82112c30f60126,DOUBLE ELIMINATION 2,2026,4,2,BONUS,SHORT_ANSWER,PHYSICS,"The path of a molecule in a gas is often modeled as a random walk, in which a particle takes a series of steps, each in a random direction chosen independently. The root mean square displacement of a molecule in a given number of steps n scales according to what function of n?","The path of a molecule in a gas is often modeled as a random walk, in which a particle takes a series of steps, each in a random direction chosen independently. The root mean square displacement of a molecule in a given number of steps n scales according to what function of n?",53,"""Square root (Accept: $\\sqrt{n}$)""",[],SSB_2026
0893dd958622c372168847f4b4ec0ef4ffd6ecf0e5c4fc92db82112c30f60126,DOUBLE ELIMINATION 2,2026,5,3,TOSSUP,MULTIPLE_CHOICE,CHEMISTRY,"Akshath bubbles chlorine gas through a solution of iron (II) \textbf{[two]} chloride. Respectively, which of the following best describes the initial and final colors of the solution?","Akshath bubbles chlorine gas through a solution of iron (II) chloride. Respectively, which of the following best describes the initial and final colors of the solution?",26,"""W""","[""Green, yellow"", ""Yellow, green"", ""Blue, yellow"", ""Yellow, blue""]",SSB_2026
0893dd958622c372168847f4b4ec0ef4ffd6ecf0e5c4fc92db82112c30f60126,DOUBLE ELIMINATION 2,2026,6,3,BONUS,SHORT_ANSWER,CHEMISTRY,"The lattice constant of sodium chloride is 5.5 angstroms. In angstroms and to two significant figures, what is the distance between two adjacent sodium nuclei?","The lattice constant of sodium chloride is 5.5 angstroms. In angstroms and to two significant figures, what is the distance between two adjacent sodium nuclei?",25,"""3.9""",[],SSB_2026
0893dd958622c372168847f4b4ec0ef4ffd6ecf0e5c4fc92db82112c30f60126,DOUBLE ELIMINATION 2,2026,7,4,TOSSUP,MULTIPLE_CHOICE,EARTH_SPACE,Which of the following best describes how the angle of repose of dry sand changes as water is added?,Which of the following best describes how the angle of repose of dry sand changes as water is added?,19,"""Y""","[""Always increases"", ""Always decreases"", ""Increases then decreases"", ""Decreases then increases""]",SSB_2026
