packet_checksum,packet_name,packet_year,question_id,pair_id,question_type,question_style,category,question_text,question_text_stripped,word_count,correct_answer,options_json,source
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,11,6,TOSSUP,MULTIPLE_CHOICE,ENERGY,Researchers at Stanford’s Barnes Lab are engineering broadly neutralizing antibodies against HIV. Which of the following refers to the specific part of an antigen that an antibody binds to?,Researchers at Stanford’s Barnes Lab are engineering broadly neutralizing antibodies against HIV. Which of the following refers to the specific part of an antigen that an antibody binds to?,29,"""X""","[""Paratope \\textbf{[PAIR-uh-tope]}"", ""Epitope \\textbf{[EP-uh-tope]}"", ""Variable region"", ""Allotype""]",SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,12,6,BONUS,MULTIPLE_CHOICE,ENERGY,Scientists in the Irwin Lab at Stanford are using a so-called dark matter radio intended to resonate at frequencies produced by magnetic field oscillations created by dark matter. Which of the following circuit types is this dark matter radio most analogous to?,Scientists in the Irwin Lab at Stanford are using a so-called dark matter radio intended to resonate at frequencies produced by magnetic field oscillations created by dark matter. Which of the following circuit types is this dark matter radio most analogous to?,42,"""Y""","[""RC"", ""RL"", ""LC"", ""RLC""]",SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,13,7,TOSSUP,SHORT_ANSWER,BIOLOGY,What network of intermediate filaments reinforces the shape of the inner nuclear membrane?,What network of intermediate filaments reinforces the shape of the inner nuclear membrane?,13,"""Nuclear lamina""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,14,7,BONUS,MULTIPLE_CHOICE,BIOLOGY,Which of the following molecules is not derived from cholesterol?,Which of the following molecules is not derived from cholesterol?,10,"""X""","[""Vitamin D"", ""Prostaglandin \\textbf{[proh-stuh-GLAN-din]} A2"", ""Aldosterone \\textbf{[al-DOH-stur-ohn]}"", ""Cortisol""]",SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,15,8,TOSSUP,MULTIPLE_CHOICE,PHYSICS,"A new Formula 1 car travels at a max speed of 100 meters per second. If its wheels each have a diameter of 50 centimeters, which of the following is closest to the rotation speed of each wheel in revolutions per minute?","A new Formula 1 car travels at a max speed of 100 meters per second. If its wheels each have a diameter of 50 centimeters, which of the following is closest to the rotation speed of each wheel in revolutions per minute?",42,"""Z""","[""1000"", ""2000"", ""3000"", ""4000""]",SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,16,8,BONUS,SHORT_ANSWER,PHYSICS,Identify all of the following properties that are true of bosons: 1) They have half-integer spins; 2) Multiple bosons may occupy the same quantum state; 3) They can act as force carriers.,Identify all of the following properties that are true of bosons: 1) They have half-integer spins; 2) Multiple bosons may occupy the same quantum state; 3) They can act as force carriers.,32,"""2 and 3""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,17,9,TOSSUP,MULTIPLE_CHOICE,EARTH_SPACE,Which of the following statements is NOT true regarding cinder cone volcanoes?,Which of the following statements is NOT true regarding cinder cone volcanoes?,12,"""Z""","[""They are usually monogenetic"", ""They often appear as parasitic cones on the flanks of other volcanoes"", ""They have steep slopes composed of loose pyroclastic fragments"", ""Their eruptions generally have low volatile content""]",SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,18,9,BONUS,SHORT_ANSWER,EARTH_SPACE,Order the following terrestrial solar system bodies in order of increasing mass: 1) The Moon; 2) Pluto; 3) Mercury.,Order the following terrestrial solar system bodies in order of increasing mass: 1) The Moon; 2) Pluto; 3) Mercury.,19,"""2, 1, 3""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,19,10,TOSSUP,SHORT_ANSWER,CHEMISTRY,"After heating a sample to increase solubility, Ben cools it gently so the dissolved solute does not immediately precipitate, even though the concentration now exceeds the equilibrium solubility at that temperature. What term best describes this solution?","After heating a sample to increase solubility, Ben cools it gently so the dissolved solute does not immediately precipitate, even though the concentration now exceeds the equilibrium solubility at that temperature. What term best describes this solution?",37,"""Supersaturated""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,20,10,BONUS,SHORT_ANSWER,CHEMISTRY,"During the production of aluminum, carbon reacts with aluminum oxide to form aluminum metal and carbon oxides. Identify all of the following three statements about this reaction that are true: 1) Aluminum atoms are oxidized; 2) Carbon atoms are reduced; 3) Electrons are included in the net ionic equation.","During the production of aluminum, carbon reacts with aluminum oxide to form aluminum metal and carbon oxides. Identify all of the following three statements about this reaction that are true: 1) Aluminum atoms are oxidized; 2) Carbon atoms are reduced; 3) Electrons are included in the net ionic equation.",49,"""None""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,21,11,TOSSUP,SHORT_ANSWER,MATH,What is the remainder when 7^{12} is divided by 11?,What is the remainder when 7^{12} is divided by 11?,10,"""5""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,22,11,BONUS,SHORT_ANSWER,MATH,What is the value of the cube root of the fraction with numerator $33^3 + 44^3 + 55^3$ and denominator $11^3$?,What is the value of the cube root of the fraction with numerator and denominator ?,16,"""6""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,23,12,TOSSUP,MULTIPLE_CHOICE,ENERGY,Scientists in UCLA’s Biomaterials Lab are studying the role abscisic acid plays in the regulation of plant stress responses. Which of the following effects is primarily associated with abscisic acid in plants?,Scientists in UCLA’s Biomaterials Lab are studying the role abscisic acid plays in the regulation of plant stress responses. Which of the following effects is primarily associated with abscisic acid in plants?,32,"""X""","[""Promotion of cell elongation during primary growth"", ""Stimulation of seed dormancy"", ""Acceleration of fruit ripening"", ""Induction of lateral bud growth""]",SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,24,12,BONUS,SHORT_ANSWER,ENERGY,Scientists at UCLA are studying how hydrocarbons like decane can be harnessed for alternative energy sources. Identify all of the following 3 statements that are true of decane: 1) It contains pi bonds; 2) Its molecular formula is C$_{10}$H$_{24}$ 3) It is more saturated than decyne.,Scientists at UCLA are studying how hydrocarbons like decane can be harnessed for alternative energy sources. Identify all of the following 3 statements that are true of decane: 1) It contains pi bonds; 2) Its molecular formula is CH 3) It is more saturated than decyne.,46,"""3 only""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,25,13,TOSSUP,SHORT_ANSWER,BIOLOGY,Some species of birds have a high infant mortality rate but a constant mortality rate as adults. Identify all of the following three survivorship curves that can model a portion of the life table for these bird species: 1) Type I; 2) Type II; 3) Type III.,Some species of birds have a high infant mortality rate but a constant mortality rate as adults. Identify all of the following three survivorship curves that can model a portion of the life table for these bird species: 1) Type I; 2) Type II; 3) Type III.,47,"""1 and 2 [AS-JHU] ECO""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,26,13,BONUS,MULTIPLE_CHOICE,BIOLOGY,Targeted destruction of which of the following proteins during mitosis would most likely lead to a polypoid cell?,Targeted destruction of which of the following proteins during mitosis would most likely lead to a polypoid cell?,18,"""X""","[""Tubulin"", ""Actin"", ""Keratin"", ""Cyclin""]",SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,27,14,TOSSUP,SHORT_ANSWER,PHYSICS,Electrical impedance in AC circuits is analogous to what electrical quantity in DC circuits?,Electrical impedance in AC circuits is analogous to what electrical quantity in DC circuits?,14,"""Resistance""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,28,14,BONUS,SHORT_ANSWER,PHYSICS,"In the Michelson-Morley experiment of 1887 an interferometer was constructed by which the time light takes to travel between two pairs of mirrors was measured. Identify all of the following hypotheses that the Michelson-Morley experiment provided evidence against: 1) Light moves at different speeds in different directions; 2) There exists a medium through which light waves must be transmitted; 3) Light is not a particle, and exists only as a wave.","In the Michelson-Morley experiment of 1887 an interferometer was constructed by which the time light takes to travel between two pairs of mirrors was measured. Identify all of the following hypotheses that the Michelson-Morley experiment provided evidence against: 1) Light moves at different speeds in different directions; 2) There exists a medium through which light waves must be transmitted; 3) Light is not a particle, and exists only as a wave.",71,"""1 and 2""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,29,15,TOSSUP,MULTIPLE_CHOICE,EARTH_SPACE,Which of the following best explains why orthoclase feldspar is rarely found in sandstone?,Which of the following best explains why orthoclase feldspar is rarely found in sandstone?,14,"""X""","[""Its grains are typically clay-sized"", ""It weathers faster than other sediments"", ""It is only formed as a product of weathering"", ""It is uncommon in igneous rocks""]",SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,30,15,BONUS,SHORT_ANSWER,EARTH_SPACE,"If the current size of the observable universe is 45 billion light years and the cosmic microwave background has a redshift of z = 1100, then to one significant figure, what was the size of the universe in light years when the cosmic microwave background radiation was first emitted?","If the current size of the observable universe is 45 billion light years and the cosmic microwave background has a redshift of z = 1100, then to one significant figure, what was the size of the universe in light years when the cosmic microwave background radiation was first emitted?",49,"""40 million (accept $4 \\times 10^{7}$)""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,31,16,TOSSUP,MULTIPLE_CHOICE,CHEMISTRY,Which of the following molecules has the smallest bond angle?,Which of the following molecules has the smallest bond angle?,10,"""X""","[""Water"", ""Hydrogen sulfide"", ""Ammonia"", ""Methane""]",SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,32,16,BONUS,MULTIPLE_CHOICE,CHEMISTRY,Triiodide \textbf{[try-EYE-oh-dide]} ions are formed in iodine solutions when iodide ions are added. Which of the following does not correctly describes this reaction?,Triiodide ions are formed in iodine solutions when iodide ions are added. Which of the following does not correctly describes this reaction?,22,"""Y""","[""Iodine acts as a Lewis acid"", ""The reaction is exergonic"", ""The negative charge is localized to the center iodine atom"", ""A three-center four-electron bond is formed""]",SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,33,17,TOSSUP,SHORT_ANSWER,MATH,"Stephanie and Bethany are playing tennis, but tend to lose tennis balls often. If each player independently has a two-fifths chance of losing a ball in a set, what is the expected number of balls that they will lose after playing five sets?","Stephanie and Bethany are playing tennis, but tend to lose tennis balls often. If each player independently has a two-fifths chance of losing a ball in a set, what is the expected number of balls that they will lose after playing five sets?",43,"""4""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,34,17,BONUS,SHORT_ANSWER,MATH,"Hua draws three circles with radius 1 with centers $O_1$, $O_2$, and $O_3$ in a plane so that each circle is tangent to the two other circles. If Hua extends line $O_1O_2$ to points A and B, where points A and B each lie on one of the two circles, what is the length of $AO_3$  \textbf{[A O 3]}?","Hua draws three circles with radius 1 with centers , , and in a plane so that each circle is tangent to the two other circles. If Hua extends line to points A and B, where points A and B each lie on one of the two circles, what is the length of ?",54,"""$\\sqrt{7}$""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,35,18,TOSSUP,SHORT_ANSWER,ENERGY,Scientists at the Johns Hopkins Zabransky Lab are studying how GDF-15 promotes the spread of pancreatic cancer to the liver. What term best describes this phenomenon where tumors grow in distant organs beyond the primary site?,Scientists at the Johns Hopkins Zabransky Lab are studying how GDF-15 promotes the spread of pancreatic cancer to the liver. What term best describes this phenomenon where tumors grow in distant organs beyond the primary site?,36,"""Metastasis \\textbf{[muh-TAH-stuh-sis]}""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,36,18,BONUS,MULTIPLE_CHOICE,ENERGY,"Scientists at the Johns Hopkins Cooper Lab are analyzing health equity across wealth brackets. Their null hypothesis states that there is no difference in healthcare quality between wealth groups. If they incorrectly conclude that wealthier individuals receive better healthcare when there is no difference, which of the following best describes the error they have made?","Scientists at the Johns Hopkins Cooper Lab are analyzing health equity across wealth brackets. Their null hypothesis states that there is no difference in healthcare quality between wealth groups. If they incorrectly conclude that wealthier individuals receive better healthcare when there is no difference, which of the following best describes the error they have made?",55,"""W""","[""Type I, because they rejected a true null hypothesis"", ""Type I, because they failed to reject a false null hypothesis"", ""Type II, because they rejected a true null hypothesis"", ""Type II, because they failed to reject a false null hypothesis""]",SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,37,19,TOSSUP,SHORT_ANSWER,BIOLOGY,Order the following three types of lipids by increasing number of ester linkages: 1) Steroid; 2) Triglyceride; 3) Phospholipid.,Order the following three types of lipids by increasing number of ester linkages: 1) Steroid; 2) Triglyceride; 3) Phospholipid.,19,"""1, 3, 2""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,38,19,BONUS,MULTIPLE_CHOICE,BIOLOGY,Which of the following plant groups has a gametophyte-dominant life cycle?,Which of the following plant groups has a gametophyte-dominant life cycle?,11,"""W""","[""Hornworts"", ""Quillworts"", ""Club mosses"", ""Spikemosses""]",SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,39,20,TOSSUP,SHORT_ANSWER,PHYSICS,"Geo and Lily both tighten bolts with identical wrenches. While both of them pull on the wrench at its end with an identical amount of force, Geo pulls on the wrench perpendicular to the wrench at an angle of 90 degrees, while Lily pulls on the wrench at an angle of 60 degrees relative to the wrench's axis. By what factor is the torque exerted on Geo's bolt larger than that of Lily's bolt?","Geo and Lily both tighten bolts with identical wrenches. While both of them pull on the wrench at its end with an identical amount of force, Geo pulls on the wrench perpendicular to the wrench at an angle of 90 degrees, while Lily pulls on the wrench at an angle of 60 degrees relative to the wrench's axis. By what factor is the torque exerted on Geo's bolt larger than that of Lily's bolt?",74,""" $\\frac{2}{\\sqrt{3}}$ [Two Over Root Three]""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,40,20,BONUS,MULTIPLE_CHOICE,PHYSICS,"Which of the following is closest to the ratio between the orbital speed of the ISS, orbiting at an altitude of 400 kilometers, and GOES-18, orbiting at an altitude of 36,000 kilometers?","Which of the following is closest to the ratio between the orbital speed of the ISS, orbiting at an altitude of 400 kilometers, and GOES-18, orbiting at an altitude of 36,000 kilometers?",32,"""W""","[""3"", ""7"", ""30"", ""70""]",SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,41,21,TOSSUP,SHORT_ANSWER,EARTH_SPACE,"Just after the Big Bang, a large number of small primordial black holes are thought to have formed from condensed matter. Many of these objects have likely dissipated due to the action of what form of radiation that causes black holes to lose mass?","Just after the Big Bang, a large number of small primordial black holes are thought to have formed from condensed matter. Many of these objects have likely dissipated due to the action of what form of radiation that causes black holes to lose mass?",44,"""Hawking radiation""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,42,21,BONUS,SHORT_ANSWER,EARTH_SPACE,Komatiites \textbf{[koh-MAH-tee-ites]} are ultramafic rocks thought to have formed from high-temperature eruptions which are no longer possible on Earth today. Most komatiites were formed in which eon?,Komatiites are ultramafic rocks thought to have formed from high-temperature eruptions which are no longer possible on Earth today. Most komatiites were formed in which eon?,26,"""Archean""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,43,22,TOSSUP,SHORT_ANSWER,CHEMISTRY,"A certain aqueous solution has a hydronium ion concentration of $3.0 \times 10^{-3}$ molar. To two significant figures, what is the pH of this solution?","A certain aqueous solution has a hydronium ion concentration of molar. To two significant figures, what is the pH of this solution?",22,"""2.5""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,44,22,BONUS,SHORT_ANSWER,CHEMISTRY,Carbon-14 with concentration $C$ decays into nitrogen-14 with concentration $N$ via first-order kinetics. Identify all of the following three quantities that will result in a linear graph when graphed against time: 1) Natural log of $C$; 2) Natural log of $N$; 3) Log base 10 of $C$.,Carbon-14 with concentration decays into nitrogen-14 with concentration via first-order kinetics. Identify all of the following three quantities that will result in a linear graph when graphed against time: 1) Natural log of ; 2) Natural log of ; 3) Log base 10 of .,45,"""All""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,45,23,TOSSUP,SHORT_ANSWER,MATH,What is the value of 43^2 − 33^2?,What is the value of 43^2 − 33^2?,8,"""760""",[],SSB_2026
fc08179ada02bafdb20aebca0f506fcf18f7e5c20ee6ff24a49c60f650a82a1a,DOUBLE ELIM 1,2026,46,23,BONUS,SHORT_ANSWER,MATH,"Gary has 6 red socks and 7 black socks in his drawer. If he randomly selects two socks without replacement, what is the probability that the two socks are the same color?","Gary has 6 red socks and 7 black socks in his drawer. If he randomly selects two socks without replacement, what is the probability that the two socks are the same color?",32,"""6/13""",[],SSB_2026
b6d689c90964a1e14abf1a76f015514313c972bc05725a513715b756293a124d,DOUBLE ELIM 2,2026,1,1,TOSSUP,SHORT_ANSWER,BIOLOGY,"What gland is stimulated by the suprachiasmatic \textbf{[soop-ruh-ky-as-MAH-tik]} nucleus to release melatonin, regulating circadian rhythms and facilitating the onset of sleep?","What gland is stimulated by the suprachiasmatic nucleus to release melatonin, regulating circadian rhythms and facilitating the onset of sleep?",20,"""Pineal \\textbf{[PY-nee-ul]} gland""",[],SSB_2026
b6d689c90964a1e14abf1a76f015514313c972bc05725a513715b756293a124d,DOUBLE ELIM 2,2026,2,1,BONUS,SHORT_ANSWER,BIOLOGY,Order the following three proteins by increasing percentage of their amino acid sequence composed of hydrophobic amino acids: 1) Epinephrine \textbf{[ep-uh-NEF-rin]} receptor; 2) Histone 3; 3) Actin.,Order the following three proteins by increasing percentage of their amino acid sequence composed of hydrophobic amino acids: 1) Epinephrine receptor; 2) Histone 3; 3) Actin.,26,"""1, 3, 2 [AK, EH] CELL""",[],SSB_2026
b6d689c90964a1e14abf1a76f015514313c972bc05725a513715b756293a124d,DOUBLE ELIM 2,2026,3,2,TOSSUP,MULTIPLE_CHOICE,PHYSICS,"Grant is scuba diving in the ocean and notices that if he looks up at the surface, he sees a circular window of sky above him surrounded by the reflected sea floor. Which of the following statements about this scenario is false?","Grant is scuba diving in the ocean and notices that if he looks up at the surface, he sees a circular window of sky above him surrounded by the reflected sea floor. Which of the following statements about this scenario is false?",42,"""X""","[""The angle of this window's edge from the vertical is the critical angle of water"", ""The window would be wider in oil with a larger refractive index"", ""He sees the reflected seafloor as a result of total internal reflection"", ""The sky in the window is distorted as a result of refraction""]",SSB_2026
b6d689c90964a1e14abf1a76f015514313c972bc05725a513715b756293a124d,DOUBLE ELIM 2,2026,4,2,BONUS,SHORT_ANSWER,PHYSICS,"The path of a molecule in a gas is often modeled as a random walk, in which a particle takes a series of steps, each in a random direction chosen independently. The root mean square displacement of a molecule in a given number of steps n scales according to what function of n?","The path of a molecule in a gas is often modeled as a random walk, in which a particle takes a series of steps, each in a random direction chosen independently. The root mean square displacement of a molecule in a given number of steps n scales according to what function of n?",53,"""Square root [ER] (Accept: $\\sqrt{n}$)""",[],SSB_2026
b6d689c90964a1e14abf1a76f015514313c972bc05725a513715b756293a124d,DOUBLE ELIM 2,2026,5,3,TOSSUP,MULTIPLE_CHOICE,EARTH_SPACE,Which of the following metamorphic facies does NOT typically form via subduction zone metamorphism?,Which of the following metamorphic facies does NOT typically form via subduction zone metamorphism?,14,"""Y""","[""Blueschist"", ""Eclogite \\textbf{[EK-luh-jite]}"", ""Granulite"", ""Prehnite-pumpellyite \\textbf{[PREH-nite pum-PEL-ee-ite]}""]",SSB_2026
b6d689c90964a1e14abf1a76f015514313c972bc05725a513715b756293a124d,DOUBLE ELIM 2,2026,6,3,BONUS,SHORT_ANSWER,EARTH_SPACE,Identify all of the following three changes that would increase the likelihood of liquefaction during an earthquake: 1) Increasing pore water pressure; 2) Increasing effective stress between grains; 3) Increasing grain angularity.,Identify all of the following three changes that would increase the likelihood of liquefaction during an earthquake: 1) Increasing pore water pressure; 2) Increasing effective stress between grains; 3) Increasing grain angularity.,32,"""1 only [ASr]""",[],SSB_2026
