packet_checksum,packet_name,packet_year,question_id,pair_id,question_type,question_style,category,question_text,question_text_stripped,word_count,correct_answer,options_json,source
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,11,6,TOSSUP,SHORT_ANSWER,BIOLOGY,"Male peacocks have long, ornamental tails whereas female peahens do not. This is because peafowl exhibit what phenomenon that increases reproductive fitness?","Male peacocks have long, ornamental tails whereas female peahens do not. This is because peafowl exhibit what phenomenon that increases reproductive fitness?",22,"""Sexual dimorphism""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,12,6,BONUS,MULTIPLE_CHOICE,BIOLOGY,Which of the following plant structures lacks tissues?,Which of the following plant structures lacks tissues?,8,"""X""","[""Rhizome"", ""Rhizoid"", ""Trichome"", ""Peristome""]",DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,13,7,TOSSUP,SHORT_ANSWER,PHYSICS,Alex shoots an unpolarized beam of light of intensity I at two polarizers which are at an angle of 30 degrees with respect to each other. What is the final intensity of the light?,Alex shoots an unpolarized beam of light of intensity I at two polarizers which are at an angle of 30 degrees with respect to each other. What is the final intensity of the light?,34,"""3/8 I""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,14,7,BONUS,SHORT_ANSWER,PHYSICS,"Ethan is investigating his new thermodynamics textbook. He realizes that the book stably rotates about two axes, but that it cannot stably rotate about the third axis. What is this effect known as?","Ethan is investigating his new thermodynamics textbook. He realizes that the book stably rotates about two axes, but that it cannot stably rotate about the third axis. What is this effect known as?",33,"""Tennis racket theorem (ACCEPT: Dzhanibekov theorem, intermediate axis theorem)""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,15,8,TOSSUP,SHORT_ANSWER,CHEMISTRY,"In the reaction of lead 2 nitrate and potassium iodide, what are the spectator ions?","In the reaction of lead 2 nitrate and potassium iodide, what are the spectator ions?",15,"""potassium, nitrate (accept K+, NO3 -)""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,16,8,BONUS,SHORT_ANSWER,CHEMISTRY,The half-life of the second-order reaction 2A goes to B is 0.02 seconds when the concentration of A is 1 mole per liter. What is the half-life of this reaction when the concentration of A is 0.4 moles per liter?,The half-life of the second-order reaction 2A goes to B is 0.02 seconds when the concentration of A is 1 mole per liter. What is the half-life of this reaction when the concentration of A is 0.4 moles per liter?,40,"""0.05 seconds""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,17,9,TOSSUP,SHORT_ANSWER,EARTH_SPACE,"While observing the surface of Mercury, Allen notices the largest region of jumbled terrain on the planet, which formed from the path of seismic energy through Mercury's interior. Which feature of Mercury is located at the geographical antipode of this feature?","While observing the surface of Mercury, Allen notices the largest region of jumbled terrain on the planet, which formed from the path of seismic energy through Mercury's interior. Which feature of Mercury is located at the geographical antipode of this feature?",41,"""CALORIS BASIN""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,18,9,BONUS,MULTIPLE_CHOICE,EARTH_SPACE,Which of the following is least likely to have contributed to the formation of lobate scarps and faults found on Mercury?,Which of the following is least likely to have contributed to the formation of lobate scarps and faults found on Mercury?,21,"""Z""","[""Shrinking in the size of Mercury"", ""Cooling following the Late Heavy Bombardment"", ""Tidal stresses from the Sun"", ""Rapid rotation around the Sun""]",DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,19,10,TOSSUP,SHORT_ANSWER,MATH,"A sequence of numbers has first two terms 1 and 2, and each consecutive term is the product of the previous two terms. What is the 6th term in this sequence?","A sequence of numbers has first two terms 1 and 2, and each consecutive term is the product of the previous two terms. What is the 6th term in this sequence?",31,"""32""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,20,10,BONUS,SHORT_ANSWER,MATH,What is the Euler totient of 15 plus the Euler totient of 30?,What is the Euler totient of 15 plus the Euler totient of 30?,13,"""16""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,21,11,TOSSUP,MULTIPLE_CHOICE,BIOLOGY,Which of the following locations would most likely contain transitional epithelium?,Which of the following locations would most likely contain transitional epithelium?,11,"""X""","[""Small intestines"", ""Bladder"", ""Bronchiole"", ""Spleen""]",DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,22,11,BONUS,SHORT_ANSWER,BIOLOGY,Arrange all of the following three plant tissues in a woody stem from innermost to outermost: 1) Primary phloem 2) Primary xylem 3) Cork cambium,Arrange all of the following three plant tissues in a woody stem from innermost to outermost: 1) Primary phloem 2) Primary xylem 3) Cork cambium,25,"""2, 1, 3""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,23,12,TOSSUP,MULTIPLE_CHOICE,PHYSICS,Gavin has a wooden block on a spring. Which of the following changes would decrease the period of oscillation of this block?,Gavin has a wooden block on a spring. Which of the following changes would decrease the period of oscillation of this block?,22,"""Z""","[""Replacing the wooden block with a steel block of the same size"", ""Placing the wooden block on an inclined plane"", ""Adding an identical spring in series with the first spring"", ""Adding an identical spring in parallel with the first spring""]",DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,24,12,BONUS,MULTIPLE_CHOICE,PHYSICS,Which of the following statements is true about circular light polarization?,Which of the following statements is true about circular light polarization?,11,"""Y""","[""In circularly polarized light, the direction of the electric field is constant"", ""Circularly polarized light is unaffected by polarizers"", ""Circularly polarized light can be made from a combination of linearly polarized light in different directions"", ""The sun emits circularly polarized light""]",DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,25,13,TOSSUP,IDENTIFY_ALL,CHEMISTRY,Identify all of the following substances that could act as a cathode in a galvanic cell with hydrogen gas at the anode: 1) Chlorine gas 2) Copper 3) Sodium,Identify all of the following substances that could act as a cathode in a galvanic cell with hydrogen gas at the anode: 1) Chlorine gas 2) Copper 3) Sodium,29,"""1 and 2""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,26,13,BONUS,SHORT_ANSWER,CHEMISTRY,"In organic chemistry, what term is given to the functional group consisting of a carbonyl group attached to a nitrogen atom?","In organic chemistry, what term is given to the functional group consisting of a carbonyl group attached to a nitrogen atom?",21,"""Amide""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,27,14,TOSSUP,SHORT_ANSWER,EARTH_SPACE,"What is the name for the phenomenon observed in the Southern Hemisphere when the solar wind disturbs Earth’s magnetic field, exciting atoms and causing them to emit radiation?","What is the name for the phenomenon observed in the Southern Hemisphere when the solar wind disturbs Earth’s magnetic field, exciting atoms and causing them to emit radiation?",28,"""AURORA AUSTRALIS""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,28,14,BONUS,MULTIPLE_CHOICE,EARTH_SPACE,Which of the following air masses has the smallest influence on United States weather?,Which of the following air masses has the smallest influence on United States weather?,14,"""W""","[""Continental Tropical"", ""Continental Polar"", ""Maritime Tropical"", ""Maritime Polar""]",DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,29,15,TOSSUP,SHORT_ANSWER,MATH,How many petals are in the graph of the polar rose with equation r = 4 sin (4 theta)?,How many petals are in the graph of the polar rose with equation r = 4 sin (4 theta)?,19,"""8""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,30,15,BONUS,SHORT_ANSWER,MATH,"Yajur has 5 ""left"" socks and 8 ""right"" socks. What is the probability that if he chooses two socks at random, he gets a left and a right sock?","Yajur has 5 ""left"" socks and 8 ""right"" socks. What is the probability that if he chooses two socks at random, he gets a left and a right sock?",29,"""20/39""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,31,16,TOSSUP,IDENTIFY_ALL,BIOLOGY,Identify all of the following three hormones that suppress appetite: 1) Insulin 2) Leptin 3) PYY,Identify all of the following three hormones that suppress appetite: 1) Insulin 2) Leptin 3) PYY,16,"""All""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,32,16,BONUS,MULTIPLE_CHOICE,BIOLOGY,"A short day plant and a long day plant are each exposed to a normal photoperiod, but during their critical dark period, they receive four brief light pulses in the following sequence: red, far red, red, far red. Which of the following best describes their flowering responses?","A short day plant and a long day plant are each exposed to a normal photoperiod, but during their critical dark period, they receive four brief light pulses in the following sequence: red, far red, red, far red. Which of the following best describes their flowering responses?",47,"""W""","[""The short-day plant flowers and the long-day plant does not flower"", ""The short-day plant does not flower and the long-day plant flowers"", ""Both plants flower"", ""Neither plant flowers""]",DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,33,17,TOSSUP,IDENTIFY_ALL,PHYSICS,Identify all of the following changes that would increase the impedance of an AC circuit with a resistor and a capacitor in series: 1) Increasing resistance 2) Increasing capacitance 3) Increasing frequency,Identify all of the following changes that would increase the impedance of an AC circuit with a resistor and a capacitor in series: 1) Increasing resistance 2) Increasing capacitance 3) Increasing frequency,32,"""1 only""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,34,17,BONUS,MULTIPLE_CHOICE,PHYSICS,Julian is running away at a speed of 0.7c while Mr. Guisti is chasing him with his homework at a speed of 0.9c. Which of the following is closest to the speed at which Julian sees Mr. Guisti coming at him?,Julian is running away at a speed of 0.7c while Mr. Guisti is chasing him with his homework at a speed of 0.9c. Which of the following is closest to the speed at which Julian sees Mr. Guisti coming at him?,41,"""W""","[""0.55c"", ""0.65c"", ""0.75c"", ""0.85c""]",DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,35,18,TOSSUP,MULTIPLE_CHOICE,CHEMISTRY,Which of the following conditions ensures that a reaction is spontaneous?,Which of the following conditions ensures that a reaction is spontaneous?,11,"""Y""","[""Delta H greater than zero, Delta S greater than zero"", ""Delta H greater than zero, Delta S less than zero"", ""Delta H less than zero, Delta S greater than zero"", ""Delta H less than zero, Delta S less than zero""]",DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,36,18,BONUS,RANK,CHEMISTRY,Order the following 3 compounds in increasing pKa: 1) phenol 2) acetic acid 3) water,Order the following 3 compounds in increasing pKa: 1) phenol 2) acetic acid 3) water,15,"""2 3 1""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,37,19,TOSSUP,MULTIPLE_CHOICE,EARTH_SPACE,"According to the cosmological principle, the universe is which of the following?","According to the cosmological principle, the universe is which of the following?",12,"""Z""","[""Heterogenous and anisotropic"", ""Heterogenous and isotropic"", ""Homogenous and anisotropic"", ""Homogenous and isotropic""]",DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,38,19,BONUS,MULTIPLE_CHOICE,EARTH_SPACE,"Which of the following is closest to the critical density of the universe, in kg/$m^{3}$?","Which of the following is closest to the critical density of the universe, in kg/?",15,"""W""","[""9 * 10 ^ -27"", ""0"", ""9 * 10 ^ 27"", ""Cannot be determined""]",DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,39,20,TOSSUP,IDENTIFY_ALL,MATH,Identify all of the following points that must be on the nine-point circle of a triangle: 1) orthocenter 2) circumcenter 3) centroid,Identify all of the following points that must be on the nine-point circle of a triangle: 1) orthocenter 2) circumcenter 3) centroid,22,"""None""",[],DASONI_2
9f3637017a1faee9f783a0689f6bcfb59988a3e772d87ea4d28a272e3c2fe14d,DOUBLE ELIMINATION 1,2026,40,20,BONUS,SHORT_ANSWER,MATH,What is the integral from x = 0 to x = 1 of the function f(x) = $\sqrt{4-x^{2}}$?,What is the integral from x = 0 to x = 1 of the function f(x) = ?,18,"""$\\sqrt{3}$/2+pi/3""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,1,1,TOSSUP,MULTIPLE_CHOICE,EARTH_SPACE,Which of the following correctly describes P-wave and S-wave shadow zones?,Which of the following correctly describes P-wave and S-wave shadow zones?,11,"""W""","[""P wave shadow zones are typically smaller than S wave shadow zones"", ""P wave shadow zones are typically larger than S wave shadow zones"", ""P wave shadow zones are typically the same size as S wave shadow zones"", ""P wave shadow zones are another term for S wave shadow zones""]",DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,2,1,BONUS,IDENTIFY_ALL,EARTH_SPACE,Identify all of the following minerals that have 0 planes of cleavage: 1) Magnetite 2) Calcite 3) Quartz,Identify all of the following minerals that have 0 planes of cleavage: 1) Magnetite 2) Calcite 3) Quartz,18,"""1, 3""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,3,2,TOSSUP,MULTIPLE_CHOICE,PHYSICS,Which of the following is closest to the mechanical advantage of a 30 degree inclined plane?,Which of the following is closest to the mechanical advantage of a 30 degree inclined plane?,16,"""Z""","[""1.7"", ""1.8"", ""1.9"", ""2.0""]",DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,4,2,BONUS,SHORT_ANSWER,PHYSICS,What theorem in electrical circuit theory states that any linear electrical network made of ideal batteries and resistors can be replaced at two terminals by an equivalent series combination of one battery and one resistor?,What theorem in electrical circuit theory states that any linear electrical network made of ideal batteries and resistors can be replaced at two terminals by an equivalent series combination of one battery and one resistor?,35,"""Thevenin's theorem""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,5,3,TOSSUP,SHORT_ANSWER,MATH,What is the last digit of $2^{2^{1024}}$?,What is the last digit of ?,7,"""6""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,6,3,BONUS,SHORT_ANSWER,MATH,Suppose the polynomial f(x)=$x^{3}+ax^{2}+bx-24$ has three distinct positive integer roots. What is the least possible value of b?,Suppose the polynomial f(x)= has three distinct positive integer roots. What is the least possible value of b?,18,"""26""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,7,4,TOSSUP,SHORT_ANSWER,BIOLOGY,Which plant hormone is the primary signal to trigger flowering?,Which plant hormone is the primary signal to trigger flowering?,10,"""Florigen""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,8,4,BONUS,SHORT_ANSWER,BIOLOGY,Lucas is studying differential equations in his math class. What ecological model relies on first-order ODEs to predict the cyclical rise and fall of predator and prey populations?,Lucas is studying differential equations in his math class. What ecological model relies on first-order ODEs to predict the cyclical rise and fall of predator and prey populations?,28,"""Lotka-Volterra model""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,9,5,TOSSUP,SHORT_ANSWER,CHEMISTRY,Lucas is studying acids and bases and is wondering about what happens when a compound has both an acidic and a basic functional group. Such a molecule in aqueous solution can often be found in what alternative ionic form?,Lucas is studying acids and bases and is wondering about what happens when a compound has both an acidic and a basic functional group. Such a molecule in aqueous solution can often be found in what alternative ionic form?,39,"""zwitterion""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,10,5,BONUS,MULTIPLE_CHOICE,CHEMISTRY,Which of the following best explains why aluminum hydroxide is soluble in alkaline solutions?,Which of the following best explains why aluminum hydroxide is soluble in alkaline solutions?,14,"""Y""","[""It is easily deprotonated by hydroxide ions"", ""It is easily protonated by hydronium ions"", ""It forms a complex ion that is readily dissolved by water"", ""It is less sterically hindered in alkaline solutions""]",DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,11,6,TOSSUP,RANK,EARTH_SPACE,Order the following 3 circulation cells by increasing predominance of Bergeron-type precipitation. 1) Hadley 2) Ferrel 3) Polar,Order the following 3 circulation cells by increasing predominance of Bergeron-type precipitation. 1) Hadley 2) Ferrel 3) Polar,18,"""1 2 3""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,12,6,BONUS,MULTIPLE_CHOICE,EARTH_SPACE,Which of the following regions of the electromagnetic spectrum would be best suited for observing small changes in sea surface height?,Which of the following regions of the electromagnetic spectrum would be best suited for observing small changes in sea surface height?,21,"""X""","[""Radio"", ""Microwave"", ""Infrared"", ""Ultraviolet""]",DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,13,7,TOSSUP,SHORT_ANSWER,PHYSICS,"What theorem in general relativity states that a black hole can be completely characterized by its mass, charge, and angular momentum?","What theorem in general relativity states that a black hole can be completely characterized by its mass, charge, and angular momentum?",21,"""No-hair theorem""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,14,7,BONUS,SHORT_ANSWER,PHYSICS,"Assuming that water flow is perfectly laminar, to the nearest tenth and in meters per second, how fast will water flow through a horizontal pipe if the pressure difference between the two ends is 125 Pascals?","Assuming that water flow is perfectly laminar, to the nearest tenth and in meters per second, how fast will water flow through a horizontal pipe if the pressure difference between the two ends is 125 Pascals?",36,"""0.5""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,15,8,TOSSUP,IDENTIFY_ALL,MATH,Identify all of the following numbers that are perfect numbers: 1) 6 2) 24 3) 48,Identify all of the following numbers that are perfect numbers: 1) 6 2) 24 3) 48,16,"""1 only""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,16,8,BONUS,SHORT_ANSWER,MATH,"The tangent from point P to a circle touches the circle at point A. Another line from P touches the circle at two points, B and C, where B is closer to P. If AP equals 5 and BC equals two, what is PC?","The tangent from point P to a circle touches the circle at point A. Another line from P touches the circle at two points, B and C, where B is closer to P. If AP equals 5 and BC equals two, what is PC?",44,"""$\\sqrt{26}$+1""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,17,9,TOSSUP,MULTIPLE_CHOICE,BIOLOGY,Evan is examining a blood sample. Which of the following immunoglobulins would have the highest concentration in Evan's sample?,Evan is examining a blood sample. Which of the following immunoglobulins would have the highest concentration in Evan's sample?,19,"""Y""","[""IgA"", ""IgE"", ""IgG"", ""IgM""]",DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,18,9,BONUS,MULTIPLE_CHOICE,BIOLOGY,"Lance Armstrong, known to be biking while biking, has unretired and is competing in the 2000-mile Tour de France. Which of the following types of muscle fibers would Armstrong be using the most?","Lance Armstrong, known to be biking while biking, has unretired and is competing in the 2000-mile Tour de France. Which of the following types of muscle fibers would Armstrong be using the most?",33,"""W""","[""Slow oxidative"", ""Slow glycolytic"", ""Fast oxidative"", ""Fast glycolytic""]",DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,19,10,TOSSUP,IDENTIFY_ALL,CHEMISTRY,Identify all of the following 3 chemical structures which are formed via a Lewis acid-base reaction: 1. Coordinate bond 2. Covalent bond 3. Lewis adduct,Identify all of the following 3 chemical structures which are formed via a Lewis acid-base reaction: 1. Coordinate bond 2. Covalent bond 3. Lewis adduct,25,"""1 and 3""",[],DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,20,10,BONUS,MULTIPLE_CHOICE,CHEMISTRY,"If Gibbs free energy change per mole for a reaction is 2500 Joules at standard conditions, which of the following is closest to the equilibrium constant of the reaction?","If Gibbs free energy change per mole for a reaction is 2500 Joules at standard conditions, which of the following is closest to the equilibrium constant of the reaction?",29,"""X""","[""0.15"", ""0.35"", ""0.55"", ""0.75""]",DASONI_2
3fe07d02043f5df2e3509d2e48ec3a93b82b3906e0fa9358379548b68e3f2153,DOUBLE ELIMINATION 2,2026,21,11,TOSSUP,RANK,EARTH_SPACE,Order the following 3 layers of a 4 solar mass star from innermost to outermost. 1) Tachocline 2) Radiative Zone 3) Convective Zone,Order the following 3 layers of a 4 solar mass star from innermost to outermost. 1) Tachocline 2) Radiative Zone 3) Convective Zone,23,"""3 1 2""",[],DASONI_2
